"","age","workclass","fnlwgt","education","education_num","marital_stat","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_wk","native_country","label"
"3753",27," Local-gov",134813," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,52," United-States",0
"3754",31," Local-gov",190401," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"3755",21," Private",260617," 10th",6," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,36," United-States",0
"3756",31," Private",45604," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,54," United-States",0
"3757",59," Private",67841," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",1
"3758",40," Local-gov",244522," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,48," United-States",1
"3759",19," Private",430471," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States",0
"3760",47," Private",194698," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",0
"3761",34," Private",94235," Bachelors",13," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",0
"3762",57," Private",188330," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,78," United-States",0
"3763",51," Local-gov",146181," 9th",5," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," United-States",0
"3764",21," Private",177125," Some-college",10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,20," United-States",0
"3765",30," Self-emp-inc",68330," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",0
"3766",46," Private",95636," Some-college",10," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,45," United-States",0
"3767",40," Private",238329," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,45," United-States",0
"3768",52," Private",416129," Preschool",1," Married-civ-spouse"," Other-service"," Not-in-family"," White"," Male",0,0,40," El-Salvador",0
"3769",23," Private",285004," Bachelors",13," Never-married"," Sales"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,50," Taiwan",0
"3770",25," Private",186294," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," United-States",0
"3771",43," Private",188786," Some-college",10," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,45," United-States",0
"3772",38," State-gov",31352," Some-college",10," Divorced"," Protective-serv"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States",1
"3773",22," Private",197613," Assoc-voc",11," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,30," United-States",0
"3774",33," Local-gov",161942," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",1055,0,40," United-States",0
"3775",34," Private",275438," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",5178,0,40," United-States",1
"3776",65," Private",361721," Assoc-voc",11," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,20," United-States",0
"3777",50," Private",144968," HS-grad",9," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,15," United-States",0
"3778",29," Private",190539," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",6849,0,48," United-States",0
"3779",25," Private",178037," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"3780",54," Private",306985," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"3781",49," Private",87928," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
"3782",44," Private",242619," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"3783",24," Private",154165," 9th",5," Divorced"," Other-service"," Own-child"," White"," Female",0,0,40," United-States",0
"3784",25," Private",511331," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,38," United-States",0
"3785",65," Local-gov",221026," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,20," United-States",0
"3786",56," Self-emp-not-inc",222182," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,45," United-States",0
"3787",39," Self-emp-not-inc",126569," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,60," United-States",1
"3788",23," Private",202344," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States",0
"3789",20," Private",190423," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,20," United-States",0
"3790",24," Private",238917," 5th-6th",3," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,40," El-Salvador",0
"3791",41," Private",221947," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,50," United-States",1
"3792",40," Self-emp-inc",37997," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," United-States",0
"3793",55," Private",147098," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",1
"3794",38," Private",278253," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,48," United-States",0
"3795",23," Private",195411," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States",0
"3796",44," Private",76196," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",0
"3797",45," Private",120131," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1887,40," United-States",1
"3798",20," Self-emp-not-inc",186014," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,12," Germany",0
"3799",29," Private",205903," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",0
"3800",43," State-gov",125405," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",0
"3801",30," Private",219838," 12th",8," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
"3802",28," State-gov",19395," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,38," United-States",0
"3803",31," Private",223327," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"3804",52," Private",114062," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Female",0,0,40," United-States",0
"3805",36," Private",95654," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,50," Iran",1
"3806",38," Private",177305," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",0
"3807",63," Self-emp-not-inc",117681," Assoc-voc",11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States",0
"3808",21," Private",237651," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,35," United-States",0
"3809",33," State-gov",150570," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",0
"3810",46," State-gov",106705," Some-college",10," Divorced"," Prof-specialty"," Unmarried"," White"," Female",1506,0,50," United-States",0
"3811",47," Self-emp-inc",175958," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",3325,0,60," United-States",0
"3812",33," Private",144064," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States",1
"3813",28," Private",152951," HS-grad",9," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States",0
"3814",46," Private",190487," HS-grad",9," Divorced"," Priv-house-serv"," Unmarried"," White"," Female",0,0,28," Ecuador",0
"3815",25," Private",306666," Some-college",10," Married-civ-spouse"," Sales"," Husband"," Black"," Male",0,0,45," United-States",0
"3816",37," Private",195148," HS-grad",9," Married-civ-spouse"," Craft-repair"," Own-child"," White"," Male",3137,0,40," United-States",0
"3817",31," Self-emp-not-inc",226624," 9th",5," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States",0
"3818",49," Private",157569," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"3819",22," State-gov",22966," Some-college",10," Married-spouse-absent"," Tech-support"," Unmarried"," White"," Male",0,0,20," United-States",0
"3820",52," Private",379682," Assoc-voc",11," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,20," United-States",1
"3821",29," Private",446559," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,50," United-States",0
"3822",18," Private",41794," 11th",7," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States",0
"3823",31," Local-gov",90409," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,35," United-States",0
"3824",23," Private",125491," Some-college",10," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,35," Vietnam",0
"3825",54," Self-emp-not-inc",104748," 10th",6," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,65," United-States",0
"3826",50," Local-gov",169182," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,49," Dominican-Republic",0
"3827",24," Private",122272," Bachelors",13," Never-married"," Farming-fishing"," Own-child"," White"," Female",0,0,40," United-States",0
"3828",49," Self-emp-inc",289707," HS-grad",9," Separated"," Other-service"," Not-in-family"," White"," Male",0,0,45," United-States",0
"3829",54," Local-gov",137691," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"3830",41," Private",84610," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,60," United-States",1
"3831",49," Private",166789," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
"3832",36," Local-gov",348728," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,35," United-States",0
"3833",23," Private",348092," HS-grad",9," Never-married"," Transport-moving"," Own-child"," Black"," Male",0,0,40," Haiti",0
"3834",63," Private",154526," Some-college",10," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States",0
"3835",67," Private",288371," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," Canada",1
"3836",23," Private",182342," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"3837",22," Private",244366," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," United-States",0
"3838",66," Private",102423," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,30," United-States",0
"3839",25," Private",259688," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",0
"3840",30," Private",98733," Some-college",10," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,20," United-States",0
"3841",35," Private",174856," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",2885,0,40," United-States",0
"3842",67," Self-emp-not-inc",141797," 7th-8th",4," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"3843",30," Private",327202," 12th",8," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,40," United-States",0
"3844",26," Private",76996," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Female",0,0,38," United-States",0
"3845",34," Private",260560," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"3846",21," Private",370990," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States",0
"3847",18," Private",129010," 12th",8," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,10," United-States",0
"3848",21," Private",452640," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"3849",76," Self-emp-inc",120796," 9th",5," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"3850",26," Private",229523," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,56," United-States",0
"3851",18," Private",127388," 12th",8," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,25," United-States",0
"3852",34," Private",119422," Assoc-voc",11," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,1672,50," United-States",0
"3853",59," Private",193895," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"3854",55," Private",163083," Bachelors",13," Separated"," Exec-managerial"," Not-in-family"," White"," Male",14084,0,45," United-States",1
"3855",33," Self-emp-not-inc",155343," Some-college",10," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,72," United-States",0
"3856",25," Private",73895," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,10," United-States",0
"3857",48," Private",107682," HS-grad",9," Widowed"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,10," United-States",0
"3858",64," Private",321166," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,5," United-States",0
"3859",47," Local-gov",154940," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States",1
"3860",26," Private",103700," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,40," United-States",0
"3861",36," Private",63509," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,48," United-States",1
"3862",21," Private",243842," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States",0
"3863",30," Private",58597," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,44," United-States",0
"3864",41," Self-emp-not-inc",190290," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"3865",34," Private",62165," Some-college",10," Never-married"," Sales"," Other-relative"," Black"," Male",0,0,30," United-States",0
"3866",24," Private",280134," 10th",6," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,49," El-Salvador",0
"3867",26," Private",118736," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,20," United-States",0
"3868",25," Private",171114," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,48," United-States",0
"3869",35," Private",169638," Some-college",10," Divorced"," Sales"," Unmarried"," White"," Female",0,0,36," United-States",0
"3870",41," Private",125461," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",1
"3871",33," Private",145434," 11th",7," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"3872",18," Private",152182," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,25," United-States",0
"3873",27," Self-emp-inc",233724," HS-grad",9," Separated"," Adm-clerical"," Not-in-family"," White"," Male",0,0,38," United-States",0
"3874",32," Private",153963," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,35," United-States",0
"3875",51," Local-gov",88120," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,40," United-States",0
"3876",38," Private",96330," Assoc-voc",11," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States",0
"3877",41," Local-gov",66118," Some-college",10," Married-civ-spouse"," Transport-moving"," Wife"," White"," Female",0,0,25," United-States",0
"3878",26," Private",182178," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",2829,0,40," United-States",0
"3879",38," Self-emp-not-inc",53628," Assoc-voc",11," Divorced"," Exec-managerial"," Unmarried"," White"," Male",0,0,35," United-States",0
"3880",54," Private",174865," 9th",5," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",1
"3881",30," Private",66194," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,60," Outlying-US(Guam-USVI-etc)",0
"3882",31," Private",73796," Some-college",10," Widowed"," Exec-managerial"," Unmarried"," White"," Female",0,0,30," United-States",0
"3883",26," State-gov",28366," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",0
"3884",75," Self-emp-not-inc",231741," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",4931,0,3," United-States",0
"3885",29," Private",237865," Masters",14," Never-married"," Transport-moving"," Own-child"," Black"," Male",0,0,40," United-States",0
"3886",61," Private",195453," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"3887",24," Private",116934," Some-college",10," Separated"," Sales"," Unmarried"," White"," Female",0,0,45," United-States",0
"3888",34," Private",456399," Assoc-acdm",12," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",0
"3889",42," Private",263608," Some-college",10," Divorced"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"3890",24," Private",263498," 11th",7," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"3891",27," Federal-gov",469705," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,1980,40," United-States",0
"3892",39," Local-gov",113253," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,50," United-States",1
"3893",20," Private",138768," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States",0
"3894",51," Private",302146," 11th",7," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"3895",68," Private",253866," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,30," United-States",0
"3896",28," Federal-gov",214858," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,48," United-States",0
"3897",43," Private",243476," HS-grad",9," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States",0
"3898",35," Private",169104," Some-college",10," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"3899",44," Private",103218," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States",0
"3900",41," Private",57233," Bachelors",13," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States",0
"3901",44," Private",228320," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,45," United-States",1
"3902",20," Private",217421," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",0,0,40," United-States",0
"3903",46," Private",185041," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,75," United-States",1
"3904",27," Self-emp-not-inc",37302," Assoc-acdm",12," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",7688,0,70," United-States",1
"3905",32," Private",261059," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,50," United-States",0
"3906",46," Private",59767," Some-college",10," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States",0
"3907",26," Private",333541," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,24," United-States",0
"3908",20," Private",133352," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," Vietnam",0
"3909",36," Private",99270," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Wife"," White"," Female",0,0,40," United-States",0
"3910",49," Private",204629," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"3911",32," Private",34104," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3103,0,55," United-States",1
"3912",32," Private",312667," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,50," United-States",1
"3913",49," Private",329603," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1902,40," United-States",1
"3914",36," Private",281021," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,45," United-States",0
"3915",22," Private",275385," Some-college",10," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,25," United-States",0
"3916",52," Federal-gov",129177," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"3917",42," Private",385591," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"3918",72," Private",38360," HS-grad",9," Widowed"," Other-service"," Unmarried"," White"," Female",0,0,16," United-States",0
"3919",30," Local-gov",73796," Bachelors",13," Separated"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"3920",44," Private",67671," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"3921",23," Private",257621," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,45," United-States",0
"3922",22," Private",180052," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,20," United-States",0
"3923",59," Private",656036," Bachelors",13," Separated"," Adm-clerical"," Unmarried"," White"," Male",0,0,60," United-States",0
"3924",46," Private",215943," HS-grad",9," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States",0
"3925",30," Private",488720," Assoc-voc",11," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," Mexico",0
"3926",64," Federal-gov",199298," 7th-8th",4," Widowed"," Other-service"," Unmarried"," White"," Female",0,0,30," Puerto-Rico",0
"3927",31," Private",305692," Some-college",10," Married-civ-spouse"," Sales"," Wife"," Black"," Female",0,0,40," United-States",0
"3928",64," Private",114994," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,20," United-States",0
"3929",45," Private",88265," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,40," United-States",0
"3930",59," Private",168569," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,1887,40," United-States",1
"3931",32," Private",175413," HS-grad",9," Never-married"," Adm-clerical"," Other-relative"," Black"," Female",0,0,40," Jamaica",0
"3932",43," Private",161226," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," United-States",0
"3933",23," Private",208598," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States",0
"3934",49," Self-emp-not-inc",200471," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"3935",32," Private",256609," 12th",8," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Mexico",0
"3936",49," Private",176684," Assoc-voc",11," Never-married"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States",0
"3937",33," Private",206512," Some-college",10," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",0
"3938",28," Private",212640," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,85," United-States",0
"3939",47," Private",148724," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," Black"," Male",0,0,40," United-States",0
"3940",41," Private",266510," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",0
"3941",34," Local-gov",240252," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"3942",25," Private",358975," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States",0
"3943",21," Private",434710," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,15," United-States",0
"3944",46," Private",241844," 9th",5," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",0
"3945",37," Private",191342," 1st-4th",2," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Cambodia",0
"3946",41," Private",221947," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,56," United-States",1
"3947",44," Private",111483," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,1504,50," United-States",0
"3948",30," Private",65278," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
"3949",54," Private",133403," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"3950",35," Self-emp-not-inc",166416," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,99," United-States",0
"3951",21," Private",221480," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,25," Ecuador",0
"3952",35," Self-emp-not-inc",189878," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
"3953",35," Private",278403," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,80," United-States",1
"3954",19," Private",184710," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,20," United-States",0
"3955",48," Private",177775," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"3956",65," Self-emp-not-inc",225473," Some-college",10," Widowed"," Craft-repair"," Not-in-family"," White"," Female",0,0,35," United-States",0
"3957",40," Private",289403," Bachelors",13," Separated"," Adm-clerical"," Unmarried"," Black"," Male",0,0,35," United-States",0
"3958",26," Private",269060," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"3959",45," Private",449354," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"3960",26," Private",214413," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"3961",32," Private",80058," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
"3962",35," Private",202027," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",27828,0,50," United-States",1
"3963",22," Self-emp-not-inc",123440," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,48," United-States",0
"3964",37," Private",191524," Assoc-voc",11," Separated"," Prof-specialty"," Own-child"," White"," Female",0,0,38," United-States",0
"3965",25," Private",308144," Bachelors",13," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," Mexico",0
"3966",46," Private",205100," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,48," United-States",1
"3967",30," Private",195750," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,27," United-States",0
"3968",63," Private",149756," Assoc-acdm",12," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",1
"3969",51," Local-gov",240358," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",1
"3970",68," Self-emp-not-inc",241174," 7th-8th",4," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,16," United-States",0
"3971",36," Private",356838," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," Canada",0
"3972",28," Self-emp-inc",115705," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States",0
"3973",41," Local-gov",137142," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"3974",47," Private",296066," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"3975",22," Private",401335," Some-college",10," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,30," United-States",0
